,1a. open (GBP),1b. open (USD),2a. high (GBP),2b. high (USD),3a. low (GBP),3b. low (USD),4a. close (GBP),4b. close (USD),5. volume,6. market cap (USD)
03/09/2021,38840.81708,49246.63,40223.7,51000,38107.49171,48316.84,39434.32172,49999.14,59025.64416,59025.64416
02/09/2021,38496.84924,48810.51,39790.01753,50450.13,38318.24812,48584.06,38840.82497,49246.64,54410.77054,54410.77054
01/09/2021,37148.47194,47100.89,38769.3372,49156,36684.0144,46512,38496.85712,48810.52,49904.65528,49904.65528
31/08/2021,37055.42112,46982.91,38051.70696,48246.11,36832.29,46700,37148.47194,47100.89,48645.52737,48645.52737
30/08/2021,38463.19541,48767.84,38558.44671,48888.61,36952.9611,46853,37055.42112,46982.91,40288.35083,40288.35083
29/08/2021,38563.76255,48895.35,39144.97135,49632.27,37670.3153,47762.54,38463.18752,48767.83,32652.28347,32652.28347
28/08/2021,38701.43013,49069.9,38882.1213,49299,38131.18426,48346.88,38563.76255,48895.35,26681.06379,26681.06379
27/08/2021,36945.75238,46843.86,38764.54979,49149.93,36554.6676,46348,38701.43013,49069.9,42068.10497,42068.10497
26/08/2021,38625.25748,48973.32,38924.58491,49352.84,36477.375,46250,36945.76027,46843.87,49371.27777,49371.27777
25/08/2021,37600.49169,47674.01,38854.75341,49264.3,37168.49704,47126.28,38625.25748,48973.32,44655.83034,44655.83034
24/08/2021,39031.856,49488.85,39324.582,49860,37542.12,47600,37600.49169,47674.01,51014.59475,51014.59475
23/08/2021,38834.97281,49239.22,39829.35,50500,38669.1723,49029,39031.856,49488.85,52462.54195,52462.54195
22/08/2021,38505.81676,48821.88,39040.65,49500,37897.035,48050,38834.97281,49239.22,37007.8878,37007.8878
21/08/2021,38900.63209,49322.47,39243.37745,49757.04,38032.6914,48222,38505.80887,48821.87,46745.13658,46745.13658
20/08/2021,36880.10099,46760.62,38948.36421,49382.99,36771.55221,46622.99,38900.63209,49322.47,56850.35223,56850.35223
19/08/2021,35254.39312,44699.37,37094.9271,47033,34645.77699,43927.7,36880.10099,46760.62,53411.75392,53411.75392
18/08/2021,35251.69577,44695.95,36280.2,46000,34863.12694,44203.28,35259.06222,44705.29,54099.41599,54099.41599
17/08/2021,36202.35531,45901.3,37195.092,47160,34999.3512,44376,35251.69577,44695.95,57039.34163,57039.34163
16/08/2021,37048.25183,46973.82,37900.05572,48053.83,36012.042,45660,36202.34742,45901.29,52480.57401,52480.57401
15/08/2021,37122.92595,47068.5,37362.50935,47372.27,35885.85,45500,37048.25183,46973.82,42110.71133,42110.71133
14/08/2021,37699.85211,47799.99,37971.1728,48144,36257.35136,45971.03,37122.93384,47068.51,46114.35902,46114.35902
13/08/2021,35018.32732,44400.06,37767.6882,47886,34874.25549,44217.39,37699.86,47800,48239.37043,48239.37043
12/08/2021,35894.26543,45510.67,36452.23124,46218.12,34521.399,43770,35017.4913,44399,55266.10878,55266.10878
11/08/2021,35952.8895,45585,36866.57479,46743.47,35760.55712,45341.14,35894.5257,45511,52734.90198,52734.90198
10/08/2021,36476.48377,46248.87,36832.29,46700,35167.7071,44589.46,35952.88161,45584.99,53814.64342,53814.64342
09/08/2021,34540.61173,43794.36,36638.38811,46454.15,33739.7973,42779,36480.05658,46253.4,74587.88485,74587.88485
08/08/2021,35154.3623,44572.54,35735.997,45310,34119.9507,43261,34540.61962,43794.37,69329.0927,69329.0927
07/08/2021,33785.43937,42836.87,35254.89,44700,33477.48357,42446.41,35154.3623,44572.54,73396.74081,73396.74081
06/08/2021,32228.2222,40862.46,34223.60954,43392.43,31432.73938,39853.86,33785.43937,42836.87,75753.94135,75753.94135
05/08/2021,31329.66418,39723.17,32612.745,41350,29444.30049,37332.7,32228.2222,40862.46,84343.75562,84343.75562
04/08/2021,30133.89245,38207.04,31524.07084,39969.66,29583.00127,37508.56,31329.67207,39723.18,52329.35243,52329.35243
03/08/2021,30875.12848,39146.86,31374.486,39780,29688.26906,37642.03,30133.90034,38207.05,57117.43585,57117.43585
02/08/2021,31429.90795,39850.27,31926.58389,40480.01,30514.803,38690,30875.88563,39147.82,50837.35195,50837.35195
01/08/2021,32700.95321,41461.84,33597.8313,42599,31092.13929,39422.01,31426.09853,39845.44,53953.18633,53953.18633
31/07/2021,33288.15613,42206.36,33478.7376,42448,32336.81831,41000.15,32700.94532,41461.83,44849.79101,44849.79101
30/07/2021,31562.58306,40018.49,33375.18918,42316.71,30217.6445,38313.23,33288.16402,42206.37,73602.78481,73602.78481
29/07/2021,31563.43486,40019.57,32052.768,40640,30917.04,39200,31560.99778,40016.48,53998.43928,53998.43928
28/07/2021,31119.42831,39456.61,32257.83,40900,30579.4764,38772,31563.42697,40019.56,101344.5284,101344.5284
27/07/2021,29372.23697,37241.33,31187.25651,39542.61,28695.2721,36383,31120.42207,39457.87,88397.26702,88397.26702
26/07/2021,27905.01047,35381.02,31981.785,40550,27766.79869,35205.78,29369.29512,37237.6,152452.5127,152452.5127
25/07/2021,27022.05294,34261.51,27918.4026,35398,26698.37834,33851.12,27905.01047,35381.02,47852.92831,47852.92831
24/07/2021,26527.21467,33634.1,27210.15,34500,26343.47912,33401.14,27019.39502,34258.14,47977.55014,47977.55014
23/07/2021,25465.21435,32287.58,26539.755,33650,25178.71118,31924.32,26527.20678,33634.09,50112.86363,50112.86363
22/07/2021,25352.37504,32144.51,25704.79775,32591.35,25008.0996,31708,25465.41152,32287.83,46148.09243,46148.09243
21/07/2021,23495.64116,29790.34,25915.1046,32858,23252.93451,29482.61,25352.37504,32144.51,82796.26513,82796.26513
20/07/2021,24323.23196,30839.65,24499.44331,31063.07,23091.5586,29278,23495.64905,29790.35,61034.04902,61034.04902
19/07/2021,25063.75816,31778.57,25158.7413,31899,23982.34793,30407.44,24323.23196,30839.65,47340.4685,47340.4685
18/07/2021,24859.87921,31520.07,25581.4845,32435,24535.64464,31108.97,25063.75027,31778.56,35923.71619,35923.71619
17/07/2021,24752.45038,31383.86,25203.6341,31955.92,24579.2913,31164.31,24859.87921,31520.07,34012.24213,34012.24213
16/07/2021,25139.41026,31874.49,25434.92827,32249.18,24465.474,31020,24752.45827,31383.87,48499.86415,48499.86415
15/07/2021,25885.15766,32820.03,26173.20668,33185.25,24554.5971,31133,25143.756,31880,51639.57635,51639.57635
14/07/2021,25813.45694,32729.12,26117.03546,33114.03,24883.485,31550,25885.14977,32820.02,46777.82348,46777.82348
13/07/2021,26095.66958,33086.94,26295.258,33340,25397.91458,32202.25,25813.9696,32729.77,41126.36101,41126.36101
12/07/2021,27020.0733,34259,27350.87774,34678.43,25757.63276,32658.34,26095.42508,33086.63,48181.40376,48181.40376
11/07/2021,26423.71357,33502.87,27341.0742,34666,26268.81289,33306.47,27020.06541,34258.99,31572.64745,31572.64745
10/07/2021,26670.52935,33815.81,27022.4394,34262,26030.86999,33004.78,26423.71357,33502.87,34761.17547,34761.17547
09/07/2021,25929.07248,32875.71,26894.67,34100,25444.30591,32261.07,26670.52935,33815.81,47153.9399,47153.9399
08/07/2021,26707.04616,33862.11,26760.30707,33929.64,25299.1299,32077,25929.07248,32875.71,70136.48032,70136.48032
07/07/2021,26989.32977,34220.02,27651.10428,35059.09,26640.5272,33777.77,26707.05404,33862.12,53807.52168,53807.52168
06/07/2021,26571.42131,33690.15,27698.26066,35118.88,26446.6884,33532,26989.32189,34220.01,58210.59635,58210.59635
05/07/2021,27831.74813,35288.13,27836.20429,35293.78,26126.12129,33125.55,26571.41342,33690.14,64123.87425,64123.87425
04/07/2021,27343.53494,34669.12,28367.8433,35967.85,27097.48421,34357.15,27830.47044,35286.51,43703.47579,43703.47579
03/07/2021,26647.4441,33786.54,27561.60261,34945.61,26276.90495,33316.73,27343.54283,34669.13,43044.57864,43044.57864
02/07/2021,26423.28767,33502.33,26797.69145,33977.04,25789.7013,32699,26647.45199,33786.55,56172.18138,56172.18138
01/07/2021,27639.9915,35045,27649.90546,35057.57,25799.1657,32711,26425.149,33504.69,71708.26611,71708.26611
30/06/2021,28323.57356,35911.72,28472.07,36100,26829.64169,34017.55,27639.9915,35045,77152.19763,77152.19763
29/06/2021,27206.11974,34494.89,28866.42,36600,26993.59664,34225.43,28323.58145,35911.73,90788.79622,90788.79622
28/06/2021,27369.85386,34702.49,27839.30388,35297.71,26707.52726,33862.72,27206.11974,34494.89,82222.26782,82222.26782
27/06/2021,25462.11476,32283.65,27406.5363,34749,25217.46002,31973.45,27368.15816,34700.34,96613.24421,96613.24421
26/06/2021,24904.06218,31576.09,25814.151,32730,23780.0937,30151,25462.11476,32283.65,107820.3753,107820.3753
25/06/2021,27338.7712,34663.08,27998.85,35500,24666.5925,31275,24910.65572,31584.45,116061.1304,116061.1304
24/06/2021,26559.52771,33675.07,27839.5326,35298,25464.41776,32286.57,27338.77908,34663.09,86625.80426,86625.80426
23/06/2021,25640.28997,32509.56,27510.6447,34881,24988.3821,31683,26561.89381,33678.07,126966.1006,126966.1006
22/06/2021,24934.05644,31614.12,26262.74779,33298.78,22718.5035,28805,25640.28997,32509.56,204208.1798,204208.1798
21/06/2021,28077.85408,35600.17,28196.025,35750,24647.8451,31251.23,24929.96309,31608.93,168778.8732,168778.8732
20/06/2021,27986.00996,35483.72,28501.81976,36137.72,26292.1032,33336,28077.84619,35600.16,89878.17085,89878.17085
19/06/2021,28251.61258,35820.48,28753.6359,36457,27449.53622,34803.52,27986.00996,35483.72,68712.44946,68712.44946
18/06/2021,30043.92544,38092.97,30130.57991,38202.84,27706.47102,35129.29,28251.10781,35819.84,95228.04294,95228.04294
17/06/2021,30245.8563,38349,31200.87736,39559.88,29469.7755,37365,30043.92544,38092.97,79541.30712,79541.30712
16/06/2021,31661.41506,40143.8,31963.75532,40527.14,30062.09709,38116.01,30245.86419,38349.01,87771.97694,87771.97694
15/06/2021,31955.19004,40516.28,32596.971,41330,31158.69768,39506.4,31661.60435,40144.04,80679.62284,80679.62284
14/06/2021,30775.51567,39020.56,32387.21624,41064.05,30546.351,38730,31955.19792,40516.29,108522.3919,108522.3919
13/06/2021,28035.22484,35546.12,31059.006,39380,27412.8459,34757,30775.52356,39020.57,86921.02556,86921.02556
12/06/2021,29443.73263,37331.98,29547.56498,37463.63,27289.30393,34600.36,28035.21696,35546.11,87717.54999,87717.54999
11/06/2021,28927.80452,36677.83,29718.53148,37680.4,28343.3305,35936.77,29443.73263,37331.98,78466.0053,78466.0053
10/06/2021,29487.95504,37388.05,30357.8517,38491,28221.2634,35782,28926.14036,36675.72,109527.2849,109527.2849
09/06/2021,26327.43696,33380.8,29603.68887,37534.79,25551.37193,32396.82,29487.95504,37388.05,136607.5975,136607.5975
08/06/2021,26466.37435,33556.96,26869.43949,34068.01,24449.7,31000,26327.44485,33380.81,123251.189,123251.189
07/06/2021,28232.5497,35796.31,29103.03,36900,26263.71,33300,26463.08547,33552.79,77574.95257,77574.95257
06/06/2021,28011.52441,35516.07,28771.776,36480,27779.5914,35222,28232.5497,35796.31,47650.20664,47650.20664
05/06/2021,29047.15061,36829.15,29911.4475,37925,27446.76,34800,28009.26084,35513.2,70459.62149,70459.62149
04/06/2021,30953.93539,39246.78,30987.28951,39289.07,28042.34681,35555.15,29047.0323,36829,91317.79925,91317.79925
03/06/2021,29630.41792,37568.68,31134.7212,39476,29315.979,37170,30953.94327,39246.79,75889.10601,75889.10601
02/06/2021,28941.2282,36694.85,30148.0575,38225,28330.104,35920,29630.41792,37568.68,67587.3725,67587.3725
01/06/2021,29382.08783,37253.82,29887.63665,37894.81,28129.7742,35666,28939.84008,36693.09,81234.66377,81234.66377
31/05/2021,28110.26176,35641.26,29575.4613,37499,26937.13361,34153.84,29382.07995,37253.81,94160.73529,94160.73529
30/05/2021,27293.08181,34605.15,28778.0856,36488,26326.0173,33379,28110.26965,35641.27,73535.38697,73535.38697
